fid,element_type,generator:method,generator:output:electricity,name,Address,X,Y
"846",node,wind_turbine,,,"N/A,N/A,N/A,Łódzkie Voivodship",19.6291941,51.4901759
"847",node,wind_turbine,,,"Doły Brzeskie,gmina Grabica,Piotrków County,Łódzkie Voivodship",19.6287623,51.4866276
"848",node,wind_turbine,,,"Krzyżanów,gmina Wola Krzysztoporska,Piotrków County,Łódzkie Voivodship",19.6513439,51.3562264
"849",node,wind_turbine,"0,5 MW",,"Daniszewice,gmina Gorzkowice,Piotrków County,Łódzkie Voivodship",19.6616942,51.2189252
"850",node,wind_turbine,2 MW,,"Bujniczki,gmina Gorzkowice,Piotrków County,Łódzkie Voivodship",19.6348173,51.2162574
"851",node,wind_turbine,2 MW,,"Bujniczki,gmina Gorzkowice,Piotrków County,Łódzkie Voivodship",19.640795,51.2138157
"852",node,wind_turbine,2 MW,,"Cieszanowice,gmina Gorzkowice,Piotrków County,Łódzkie Voivodship",19.644788,51.2230309
"853",node,wind_turbine,2 MW,,"Bujniczki,gmina Gorzkowice,Piotrków County,Łódzkie Voivodship",19.6403672,51.2193763
"854",node,wind_turbine,2 MW,,"Szczepanowice,gmina Gorzkowice,Piotrków County,Łódzkie Voivodship",19.6387153,51.2248618
"855",node,wind_turbine,,,"Oprzężów,gmina Wola Krzysztoporska,Piotrków County,Łódzkie Voivodship",19.5699213,51.3817946
"856",node,wind_turbine,,,"Oprzężów,gmina Wola Krzysztoporska,Piotrków County,Łódzkie Voivodship",19.5695125,51.3856424
"857",node,wind_turbine,,,"Oprzężów,gmina Wola Krzysztoporska,Piotrków County,Łódzkie Voivodship",19.5630096,51.3851322
"858",node,wind_turbine,,,"Kozierogi,gmina Wola Krzysztoporska,Piotrków County,Łódzkie Voivodship",19.5633471,51.3815988
"859",node,wind_turbine,,,"Leszczyny Duże,gmina Dłutów,Pabianice County,Łódzkie Voivodship",19.4291516,51.5678537
"860",node,wind_turbine,,,"Leszczyny Duże,gmina Dłutów,Pabianice County,Łódzkie Voivodship",19.4293149,51.5672002
"861",node,wind_turbine,,,"Gorzkowiczki,gmina Gorzkowice,Piotrków County,Łódzkie Voivodship",19.5655287,51.2291337
"862",node,wind_turbine,,,"Zwierzchów,gmina Bełchatów,Bełchatów County,Łódzkie Voivodship",19.4300824,51.3759636
"863",node,wind_turbine,,,"Zwierzchów,gmina Bełchatów,Bełchatów County,Łódzkie Voivodship",19.4294437,51.377646
"864",node,,2 MW,,"Truszczanek,gmina Rozprza,Piotrków County,Łódzkie Voivodship",19.5591509,51.2902547
"865",node,wind_turbine,,,"Kalska Wola,gmina Czarnocin,Piotrków County,Łódzkie Voivodship",19.728718,51.5697584
"866",node,,,,"Kazimierzów,gmina Koluszki,County Lodzki,Łódzkie Voivodship",19.8992538,51.7547446
"867",node,,,,"Wierzchy,gmina Koluszki,County Lodzki,Łódzkie Voivodship",19.8933379,51.7564945
"868",node,,,,"Prusinowiczki,gmina Lutomiersk,Pabianice County,Łódzkie Voivodship",19.2523589,51.7425959
"869",node,,,,"Mszadla,gmina Lipce Reymontowskie,Skierniewice County,Łódzkie Voivodship",19.8916493,51.8967325
"870",node,,,,"Nadolna,gmina Dmosin,Brzeziny County,Łódzkie Voivodship",19.8278264,51.9053986
"871",node,,,,"Nadolna,gmina Dmosin,Brzeziny County,Łódzkie Voivodship",19.8273635,51.9066913
"872",node,,,,"Nadolna,gmina Dmosin,Brzeziny County,Łódzkie Voivodship",19.8268214,51.90792
"873",node,,,,"Nadolna,gmina Dmosin,Brzeziny County,Łódzkie Voivodship",19.826389,51.9092088
"874",node,wind_turbine,,,"Jeżewo,gmina Zgierz,Zgierz County,Łódzkie Voivodship",19.4632425,51.8975217
"875",node,wind_turbine,,,"Jeżewo,gmina Zgierz,Zgierz County,Łódzkie Voivodship",19.4608232,51.897675
"876",node,,,,"Prusinowiczki,gmina Lutomiersk,Pabianice County,Łódzkie Voivodship",19.2520779,51.7412095
"877",node,,,,"Bechcice-Kolonia,gmina Lutomiersk,Pabianice County,Łódzkie Voivodship",19.2526581,51.7438952
"878",node,wind_turbine,,,"Jeziorko,gmina Koluszki,County Lodzki,Łódzkie Voivodship",19.8563973,51.7670173
"879",node,wind_turbine,,,"Jeziorko,gmina Koluszki,County Lodzki,Łódzkie Voivodship",19.8603612,51.767245
"880",node,wind_turbine,,,"N/A,N/A,N/A,Łódzkie Voivodship",19.5945706,51.7354725
"881",node,wind_turbine,,,"Jeziorko,gmina Koluszki,County Lodzki,Łódzkie Voivodship",19.8517313,51.7711876
"882",node,wind_turbine,,,"Wola Branicka-Kolonia,gmina Zgierz,Zgierz County,Łódzkie Voivodship",19.4489743,51.942737
"883",node,wind_turbine,,,"Warszyce,gmina Zgierz,Zgierz County,Łódzkie Voivodship",19.4491236,51.9444178
"884",node,wind_turbine,,,"Wola Branicka-Kolonia,gmina Zgierz,Zgierz County,Łódzkie Voivodship",19.448929,51.9448928
"885",node,wind_turbine,,,"Wola Branicka-Kolonia,gmina Zgierz,Zgierz County,Łódzkie Voivodship",19.4491467,51.9454604
"886",node,wind_turbine,,,"Jeżewo,gmina Zgierz,Zgierz County,Łódzkie Voivodship",19.464166,51.896753
"887",node,wind_turbine,,,"Dalków,gmina Czarnocin,Piotrków County,Łódzkie Voivodship",19.6761261,51.63917
"888",node,wind_turbine,,,"Bukowiec,gmina Brójce,County Lodzki,Łódzkie Voivodship",19.6690318,51.6727577
"889",node,wind_turbine,,,"Kurowice,gmina Brójce,County Lodzki,Łódzkie Voivodship",19.6661474,51.6726477
"890",node,wind_turbine,,,"Kurowice,gmina Brójce,County Lodzki,Łódzkie Voivodship",19.6632724,51.6725551
"891",node,wind_turbine,,,"Kurowice,gmina Brójce,County Lodzki,Łódzkie Voivodship",19.660416,51.6724625
"892",node,wind_turbine,,,"Śladków Górny,gmina Zgierz,Zgierz County,Łódzkie Voivodship",19.4004714,52.0035624
"893",node,wind_turbine,,,"Dalków,gmina Czarnocin,Piotrków County,Łódzkie Voivodship",19.6876834,51.6300993
"894",node,wind_turbine,,,"Bonarów,gmina Słupia,Skierniewice County,Łódzkie Voivodship",19.9060298,51.8649352
"895",node,wind_turbine,,,"Teodorów,gmina Będków,Tomaszów Mazowiecki County,Łódzkie Voivodship",19.7314127,51.6314228
"896",node,wind_turbine,,,"Teodorów,gmina Będków,Tomaszów Mazowiecki County,Łódzkie Voivodship",19.7345715,51.6294705
"897",node,wind_turbine,,,"Teodorów,gmina Będków,Tomaszów Mazowiecki County,Łódzkie Voivodship",19.7324883,51.6277633
"898",node,wind_turbine,,,"Zamość,gmina Czarnocin,Piotrków County,Łódzkie Voivodship",19.6964828,51.6278688
"899",node,wind_turbine,,,"Teodorów,gmina Będków,Tomaszów Mazowiecki County,Łódzkie Voivodship",19.72841,51.6325156
"900",node,wind_turbine,,,"N/A,gmina Aleksandrów Łódzki,Zgierz County,Łódzkie Voivodship",19.3019924,51.8185194
"901",node,,,,"Niedźwiada,gmina Łowicz,Łowicz County,Łódzkie Voivodship",19.8929979,52.1367159
"902",node,,,,"Niedźwiada,gmina Łowicz,Łowicz County,Łódzkie Voivodship",19.8937862,52.1375608
"903",node,wind_turbine,,,"Różanowice,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.4665939,52.2005379
"904",node,wind_turbine,,,"Psurze,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.4394499,52.1972039
"905",node,wind_turbine,,,"Kaszewy Dworne,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.4780201,52.2252885
"906",node,wind_turbine,,,"Psurze,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.4332385,52.1952573
"907",node,wind_turbine,,,"Różanowice,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.4594485,52.2022147
"908",node,wind_turbine,,,"Różanowice,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.4339246,52.2033983
"909",node,,,,"N/A,gmina Oporów,Kutno County,Łódzkie Voivodship",19.4635898,52.2339891
"910",node,wind_turbine,,,"Krzyżanów,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.4439882,52.1925806
"911",node,wind_turbine,,,"Psurze,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.4296872,52.1997814
"912",node,wind_turbine,,,"Różanowice,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.4542665,52.2046344
"913",node,wind_turbine,,,"Psurze,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.4401688,52.2016558
"914",node,wind_turbine,,,"Różanowice,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.4459409,52.1964805
"915",node,wind_turbine,,,"Wąwał,gmina Lubień Kujawski,Włocławek County,Kuyavian-Pomeranian Voivodeship",19.2503492,52.4138856
"916",node,,,,"Wola Olszowa,gmina Lubień Kujawski,Włocławek County,Kuyavian-Pomeranian Voivodeship",19.241573,52.3879961
"917",node,wind_turbine,,,"Świerna,gmina Lubień Kujawski,Włocławek County,Kuyavian-Pomeranian Voivodeship",19.2513363,52.412616
"918",node,,,,"Michałów,gmina Kutno,Kutno County,Łódzkie Voivodship",19.3255162,52.2719082
"919",node,wind_turbine,,,"Kaszewy Dworne,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.4773878,52.2232972
"920",node,,,,"Janiszew,gmina Strzelce,Kutno County,Łódzkie Voivodship",19.4394882,52.2627904
"921",node,wind_turbine,,,"Wola Raciborowska,gmina Strzelce,Kutno County,Łódzkie Voivodship",19.3577401,52.2998445
"922",node,wind_turbine,,,"Wola Raciborowska,gmina Strzelce,Kutno County,Łódzkie Voivodship",19.3509956,52.2962052
"923",node,wind_turbine,,,"N/A,gmina Sanniki,Gostynin County,Masovian Voivodeship",19.8791805,52.3170826
"924",node,wind_turbine,,,"N/A,gmina Sanniki,Gostynin County,Masovian Voivodeship",19.8851844,52.3188513
"925",node,wind_turbine,,,"N/A,gmina Sanniki,Gostynin County,Masovian Voivodeship",19.8735975,52.3194387
"926",node,wind_turbine,,,"Grochów,gmina Nowe Ostrowy,Kutno County,Łódzkie Voivodship",19.2639295,52.2844336
"927",node,wind_turbine,,,"Miksztal,gmina Nowe Ostrowy,Kutno County,Łódzkie Voivodship",19.2628355,52.2987789
"928",node,wind_turbine,,,"Miksztal,gmina Nowe Ostrowy,Kutno County,Łódzkie Voivodship",19.2567635,52.2970714
"929",node,wind_turbine,,,"Miksztal,gmina Nowe Ostrowy,Kutno County,Łódzkie Voivodship",19.2486429,52.3028437
"930",node,,,,"Sieraków,gmina Gostynin,Gostynin County,Masovian Voivodeship",19.4381898,52.3492688
"931",node,,,,"Kleniew,gmina Gostynin,Gostynin County,Masovian Voivodeship",19.4422346,52.3608934
"932",node,,,,"Kleniew,gmina Gostynin,Gostynin County,Masovian Voivodeship",19.4412905,52.3589409
"933",node,wind_turbine,,,"Krubin,gmina Sanniki,Gostynin County,Masovian Voivodeship",19.7823789,52.3459573
"934",node,wind_turbine,,,"Lwówek,gmina Sanniki,Gostynin County,Masovian Voivodeship",19.7762538,52.3466047
"935",node,wind_turbine,,,"Krubin,gmina Sanniki,Gostynin County,Masovian Voivodeship",19.8036767,52.3533048
"936",node,wind_turbine,,,"Grochówek,gmina Nowe Ostrowy,Kutno County,Łódzkie Voivodship",19.2670877,52.2723984
"937",node,wind_turbine,,,"Grochówek,gmina Nowe Ostrowy,Kutno County,Łódzkie Voivodship",19.270672,52.2746645
"938",node,wind_turbine,,,"Czaple,gmina Lubień Kujawski,Włocławek County,Kuyavian-Pomeranian Voivodeship",19.2308834,52.3928659
"939",node,wind_turbine,,,"Czaple,gmina Lubień Kujawski,Włocławek County,Kuyavian-Pomeranian Voivodeship",19.2336112,52.3912536
"940",node,wind_turbine,,,"Janiszew,gmina Strzelce,Kutno County,Łódzkie Voivodship",19.4335538,52.2647759
"941",node,wind_turbine,,,"Szymanówka,gmina Oporów,Kutno County,Łódzkie Voivodship",19.4661024,52.2439299
"942",node,wind_turbine,,,"Szymanówka,gmina Oporów,Kutno County,Łódzkie Voivodship",19.4726953,52.2435095
"943",node,wind_turbine,,,"Kaszewy Dworne,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.4793203,52.2232615
"944",node,,,,"N/A,gmina Oporów,Kutno County,Łódzkie Voivodship",19.4699541,52.2342622
"945",node,wind_turbine,,,"Wierzyki,gmina Krzyżanów,Kutno County,Łódzkie Voivodship",19.3744371,52.181934
"946",node,wind_turbine,,,"Suserz,gmina Szczawin Kościelny,Gostynin County,Masovian Voivodeship",19.6263836,52.334119
"947",node,wind_turbine,2 MW,,"N/A,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3068048,52.6457249
"948",node,wind_turbine,2 MW,,"Bachorzewo,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3007396,52.6478657
"949",node,wind_turbine,2 MW,,"Strachoń,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.2964101,52.6513371
"950",node,wind_turbine,2 MW,,"N/A,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3086765,52.654084
"951",node,wind_turbine,2 MW,,"Płomiany,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3087814,52.6578557
"952",node,,,,"Baruchowo,gmina Baruchowo,Włocławek County,Kuyavian-Pomeranian Voivodeship",19.3019619,52.4726815
"953",node,,,,"Baruchowo,gmina Baruchowo,Włocławek County,Kuyavian-Pomeranian Voivodeship",19.300949,52.4734172
"954",node,wind_turbine,2 MW,,"Skaszewo,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3198621,52.6546647
"955",node,wind_turbine,2 MW,,"Mokowo,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3277859,52.6586231
"956",node,wind_turbine,2 MW,,"Płomiany,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3111978,52.6612146
"957",node,wind_turbine,2 MW,,"Lenie Wielkie,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3425994,52.6575134
"958",node,wind_turbine,,,"Warzyn-Skóry,gmina Sierpc,Sierpc County,Masovian Voivodeship",19.7495619,52.802695
"959",node,wind_turbine,,,"Borkowo Kościelne,gmina Sierpc,Sierpc County,Masovian Voivodeship",19.7227639,52.8487503
"960",node,,yes,,"Bledzewo,gmina Sierpc,Sierpc County,Masovian Voivodeship",19.6210129,52.8142479
"961",node,,,,"Kamienica,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3768887,52.6431572
"962",node,,,,"Kamienica,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3769232,52.644007
"963",node,wind_turbine,,,"Grochowalsk,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.2359508,52.6839268
"964",node,wind_turbine,2 MW,,"Mokowo,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3461769,52.668763
"965",node,wind_turbine,2 MW,,"N/A,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3532831,52.6697335
"966",node,wind_turbine,2 MW,,"N/A,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3589501,52.6670152
"967",node,wind_turbine,2 MW,,"Skaszewo,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3491498,52.6585334
"968",node,wind_turbine,2 MW,,"Lenie Wielkie,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.35576,52.6634147
"969",node,wind_turbine,2 MW,,"Chalin,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3611162,52.6633276
"970",node,wind_turbine,2 MW,,"N/A,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3591142,52.6719259
"971",node,wind_turbine,2 MW,,"Chudzewo,gmina Dobrzyń nad Wisłą,Lipno County,Kuyavian-Pomeranian Voivodeship",19.3573009,52.6754456
"972",node,wind_turbine,,,"Babiec Piaseczny,gmina Rościszewo,Sierpc County,Masovian Voivodeship",19.704482,52.885394
"973",node,wind_turbine,,,"Grodkowo-Włóki,gmina Sierpc,Sierpc County,Masovian Voivodeship",19.6987284,52.8096327
"974",node,wind_turbine,,,"Grodkowo-Włóki,gmina Sierpc,Sierpc County,Masovian Voivodeship",19.7027638,52.8040303
"975",node,wind_turbine,,,"Grodkowo-Zawisze,gmina Sierpc,Sierpc County,Masovian Voivodeship",19.7129437,52.823087
"976",node,wind_turbine,,,"Czerniewo,gmina Radzanowo,Płock County,Masovian Voivodeship",19.9321269,52.6060178
"977",node,wind_turbine,,,"Ciółkówko,gmina Radzanowo,Płock County,Masovian Voivodeship",19.8777885,52.6168137
"978",node,wind_turbine,,,"Woźniki,gmina Radzanowo,Płock County,Masovian Voivodeship",19.9216156,52.5934563
"979",node,wind_turbine,,,"Woźniki,gmina Radzanowo,Płock County,Masovian Voivodeship",19.9279346,52.592144
"980",node,,900 kW,PowerWind 56,"Łazy,gmina Lubowidz,Żuromin County,Masovian Voivodeship",19.8603223,53.0990734
"981",node,,900 kW,PowerWind 56,"Łazy,gmina Lubowidz,Żuromin County,Masovian Voivodeship",19.8580098,53.1009146
"982",node,wind_turbine,,,"Zembrze,gmina Brzozie,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.6534122,53.2872425
"983",node,,,,"Poniatowo,gmina Żuromin,Żuromin County,Masovian Voivodeship",19.8816956,53.0501926
"984",node,wind_turbine,,,"Stępowo,gmina Rypin,Rypin County,Kuyavian-Pomeranian Voivodeship",19.4837569,53.0647455
"985",node,wind_turbine,,,"Godziszewy,gmina Rypin,Rypin County,Kuyavian-Pomeranian Voivodeship",19.4838505,53.065669
"986",node,,yes,,"Franciszkowo,gmina Żuromin,Żuromin County,Masovian Voivodeship",19.9015076,53.0473142
"987",node,,yes,,"Franciszkowo,gmina Żuromin,Żuromin County,Masovian Voivodeship",19.8953538,53.0485293
"988",node,,yes,,"Poniatowo,gmina Żuromin,Żuromin County,Masovian Voivodeship",19.8855321,53.0500067
"989",node,,yes,,"Franciszkowo,gmina Żuromin,Żuromin County,Masovian Voivodeship",19.9007659,53.0509365
"990",node,wind_turbine,2 MW,,"Wiadrowo,gmina Żuromin,Żuromin County,Masovian Voivodeship",19.9235934,53.0881055
"991",node,wind_turbine,2 MW,,"Wiadrowo,gmina Żuromin,Żuromin County,Masovian Voivodeship",19.8969981,53.0885749
"992",node,wind_turbine,2 MW,,"Wiadrowo,gmina Żuromin,Żuromin County,Masovian Voivodeship",19.8977057,53.0924567
"993",node,wind_turbine,2 MW,,"Wiadrowo,gmina Żuromin,Żuromin County,Masovian Voivodeship",19.9231967,53.0939873
"994",node,wind_turbine,2 MW,,"N/A,gmina Żuromin,Żuromin County,Masovian Voivodeship",19.8974722,53.0958256
"995",node,wind_turbine,2 MW,,"N/A,gmina Żuromin,Żuromin County,Masovian Voivodeship",19.8977719,53.0992322
"996",node,wind_turbine,2 MW,,"Osówka,gmina Lubowidz,Żuromin County,Masovian Voivodeship",19.9226359,53.1025219
"997",node,,,,"Cielęta,gmina Brodnica,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4661335,53.236218
"998",node,,,,"Cielęta,gmina Brodnica,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4673117,53.2372226
"999",node,,,,"Cielęta,gmina Brodnica,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4691355,53.2387391
"1000",node,,,,"Cielęta,gmina Brodnica,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4706204,53.2400093
"1001",node,,,,"Kominy,gmina Brodnica,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.3794015,53.2122965
"1002",node,,,,"Gorczenica,gmina Brodnica,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.3788589,53.2111708
"1003",node,,,,"Szczuka,gmina Brodnica,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4634039,53.2220623
"1004",node,,,,"Szczuka,gmina Brodnica,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.461068,53.2212851
"1005",node,wind_turbine,,,"Kamionka,gmina Osiek,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4156983,53.1693475
"1006",node,wind_turbine,,,"Kamionka,gmina Osiek,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4156233,53.1701829
"1007",node,wind_turbine,,,"Kamionka,gmina Osiek,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4155763,53.1710633
"1008",node,wind_turbine,,,"Kamionka,gmina Osiek,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4155251,53.1719105
"1009",node,wind_turbine,,,"Szymkowo,gmina Brodnica,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4785905,53.1987752
"1010",node,wind_turbine,,,"Szymkowo,gmina Brodnica,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4798098,53.200115
"1011",node,wind_turbine,,,"Sumin,gmina Osiek,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4214689,53.1316761
"1012",node,,yes,,"Poniatowo,gmina Żuromin,Żuromin County,Masovian Voivodeship",19.8891347,53.0497514
"1013",node,wind_turbine,,,"Nowe Świerczyny,gmina Bartniczka,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4775254,53.2308266
"1014",node,wind_turbine,,,"Dębiany,gmina Rogowo,Rypin County,Kuyavian-Pomeranian Voivodeship",19.4664796,53.0056789
"1015",node,wind_turbine,,,"Dębiany,gmina Rogowo,Rypin County,Kuyavian-Pomeranian Voivodeship",19.468742,53.0064137
"1016",node,wind_turbine,,,"Cielęta,gmina Brodnica,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4649411,53.2351079
"1017",node,wind_turbine,,,"Starorypin Prywatny,gmina Rypin,Rypin County,Kuyavian-Pomeranian Voivodeship",19.4484398,53.0833838
"1018",node,wind_turbine,,,"Starorypin Prywatny,gmina Rypin,Rypin County,Kuyavian-Pomeranian Voivodeship",19.4446786,53.0858624
"1019",node,wind_turbine,,,"Starorypin Prywatny,gmina Rypin,Rypin County,Kuyavian-Pomeranian Voivodeship",19.4360451,53.0856874
"1020",node,wind_turbine,,,"Starorypin Prywatny,gmina Rypin,Rypin County,Kuyavian-Pomeranian Voivodeship",19.439243,53.0815543
"1021",node,,,,"N/A,N/A,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.3630306,53.2727247
"1022",node,,,,"Kruszynki,gmina Brodnica,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.3574261,53.2742057
"1023",node,wind_turbine,,,"Cetki,gmina Rypin,Rypin County,Kuyavian-Pomeranian Voivodeship",19.3322473,53.0743417
"1024",node,wind_turbine,,,"Podole,gmina Rypin,Rypin County,Kuyavian-Pomeranian Voivodeship",19.4082516,53.1095565
"1025",node,wind_turbine,,,"Podole,gmina Rypin,Rypin County,Kuyavian-Pomeranian Voivodeship",19.4126313,53.1101383
"1026",node,wind_turbine,,,"Sumin,gmina Osiek,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4189513,53.1141043
"1027",node,wind_turbine,,,"Podole,gmina Rypin,Rypin County,Kuyavian-Pomeranian Voivodeship",19.4344798,53.1097751
"1028",node,wind_turbine,,,"Długie,gmina Wąpielsk,Rypin County,Kuyavian-Pomeranian Voivodeship",19.3311508,53.123926
"1029",node,wind_turbine,,,"Kretki Małe,gmina Osiek,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.4207524,53.1329359
"1030",node,,yes,,"Mileszewy,gmina Jabłonowo Pomorskie,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.1977194,53.3607146
"1031",node,wind_turbine,,,"Łodygowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1909372,53.5918977
"1032",node,wind_turbine,,,"Łodygowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1964952,53.5929941
"1033",node,wind_turbine,,,"Łodygowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1881465,53.593696
"1034",node,wind_turbine,,,"Łodygowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1941115,53.5949855
"1035",node,wind_turbine,,,"Łodygowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.199628,53.5951046
"1036",node,wind_turbine,,,"Łodygowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1853264,53.5954463
"1037",node,wind_turbine,,,"Łodygowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1905927,53.5963082
"1038",node,wind_turbine,,,"Łodygowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1982162,53.5976766
"1039",node,wind_turbine,,,"Łodygowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1832079,53.5978663
"1040",node,wind_turbine,,,"Łodygowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1939275,53.5984351
"1041",node,wind_turbine,,,"Łodygowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1902101,53.5996238
"1042",node,wind_turbine,,,"Łodygowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1865603,53.6008186
"1043",node,wind_turbine,,,"Łodygowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1819601,53.601484
"1044",node,wind_turbine,,,"Pławty Wielkie,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.220042,53.6344354
"1045",node,wind_turbine,,,"N/A,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1883057,53.6354479
"1046",node,wind_turbine,,,"Wracławek,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1820303,53.6358587
"1047",node,wind_turbine,,,"Pławty Wielkie,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.2086751,53.6372609
"1048",node,wind_turbine,,,"Pławty Wielkie,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1945135,53.63741
"1049",node,wind_turbine,,,"Pławty Wielkie,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.2184715,53.6376111
"1050",node,wind_turbine,,,"N/A,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1893776,53.6383589
"1051",node,wind_turbine,,,"Wracławek,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1793983,53.6385397
"1052",node,wind_turbine,,,"N/A,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.1932623,53.6398434
"1053",node,,,,"Piecewo,gmina Jabłonowo Pomorskie,Brodnica County,Kuyavian-Pomeranian Voivodeship",19.185922,53.3868558
"1054",node,,,,"Łęgowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.288557,53.6408283
"1055",node,,,,"Łęgowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.2883172,53.6440446
"1056",node,,,,"Łęgowo,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.2950165,53.6454572
"1057",node,,,,"Klimy,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.2860877,53.6502773
"1058",node,,,,"Klimy,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.2834171,53.6546238
"1059",node,,,,"Klimy,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.2695705,53.6611237
"1060",node,,,,"Klimy,gmina Kisielice,Iława County,Warmian-Masurian Voivodeship",19.2658613,53.6631081
